ID,Route,Section,Component/root,Purpose,Current visual container,Current background,Transition in,Transition out,Relationship to previous,Relationship to next
S0347,/glossary/,glossary-index__decision-vocabulary,glossary-index__decision-vocabulary,Support scanning and route discovery,section depth 1; 1309px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0348,/glossary/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Use definitions inside decision workflows
S0349,/glossary/,Use definitions inside decision workflows,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0350,/glossary/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Use definitions inside decision workflows,Prepares Shared page ending / footer
S0351,/glossary/directed-energy-deposition/,Directed Energy Deposition,glossary-article,Develop the page's primary narrative or task,article depth 0; 2929px,"rgb(10, 11, 11)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0352,/glossary/directed-energy-deposition/,site-shell glossary-article__masthead,site-shell glossary-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Directed Energy Deposition,Prepares an unlabeled structural region
S0353,/glossary/directed-energy-deposition/,site-shell glossary-article__meaning,site-shell glossary-article__meaning,Develop the page's primary narrative or task,section depth 2; 1152px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0354,/glossary/directed-energy-deposition/,glossary-article__notes,glossary-article__notes,Provide supporting context without interrupting the primary flow,aside depth 3; 548px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0355,/glossary/directed-energy-deposition/,glossary-article__faq,glossary-article__faq,Develop the page's primary narrative or task,section depth 2; 578px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Is DED a single process?
S0356,/glossary/directed-energy-deposition/,Is DED a single process?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares How is LMD related to DED?
S0357,/glossary/directed-energy-deposition/,How is LMD related to DED?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Is DED a single process?,Prepares Can DED use powder or wire?
S0358,/glossary/directed-energy-deposition/,Can DED use powder or wire?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows How is LMD related to DED?,Prepares When is DED useful?
S0359,/glossary/directed-energy-deposition/,When is DED useful?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Can DED use powder or wire?,Prepares an unlabeled structural region
S0360,/glossary/directed-energy-deposition/,site-shell glossary-article__sources,site-shell glossary-article__sources,"Present inspectable evidence, source context, or limitations",section depth 2; 610px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows When is DED useful?,Prepares an unlabeled structural region
S0361,/glossary/directed-energy-deposition/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Use definitions inside decision workflows
S0362,/glossary/directed-energy-deposition/,Use definitions inside decision workflows,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0363,/glossary/directed-energy-deposition/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Use definitions inside decision workflows,Prepares Shared page ending / footer
S0364,/glossary/laser-cladding/,Laser Cladding,glossary-article,Develop the page's primary narrative or task,article depth 0; 2904px,"rgb(10, 11, 11)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0365,/glossary/laser-cladding/,site-shell glossary-article__masthead,site-shell glossary-article__masthead,Orient the visitor and establish the page promise,header depth 1; 612px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Laser Cladding,Prepares an unlabeled structural region
S0366,/glossary/laser-cladding/,site-shell glossary-article__meaning,site-shell glossary-article__meaning,Develop the page's primary narrative or task,section depth 2; 1124px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0367,/glossary/laser-cladding/,glossary-article__notes,glossary-article__notes,Provide supporting context without interrupting the primary flow,aside depth 3; 520px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0368,/glossary/laser-cladding/,glossary-article__faq,glossary-article__faq,Develop the page's primary narrative or task,section depth 2; 578px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Is laser cladding a repair process?
S0369,/glossary/laser-cladding/,Is laser cladding a repair process?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Is laser cladding structural?
S0370,/glossary/laser-cladding/,Is laser cladding structural?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Is laser cladding a repair process?,Prepares Does laser cladding need machining?
S0371,/glossary/laser-cladding/,Does laser cladding need machining?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Is laser cladding structural?,Prepares What information is needed for a laser cladding RFQ?
S0372,/glossary/laser-cladding/,What information is needed for a laser cladding RFQ?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Does laser cladding need machining?,Prepares an unlabeled structural region
S0373,/glossary/laser-cladding/,site-shell glossary-article__sources,site-shell glossary-article__sources,"Present inspectable evidence, source context, or limitations",section depth 2; 570px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows What information is needed for a laser cladding RFQ?,Prepares an unlabeled structural region
S0374,/glossary/laser-cladding/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Use definitions inside decision workflows
S0375,/glossary/laser-cladding/,Use definitions inside decision workflows,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0376,/glossary/laser-cladding/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Use definitions inside decision workflows,Prepares Shared page ending / footer
S0377,/glossary/laser-metal-deposition/,Laser Metal Deposition,glossary-article,Develop the page's primary narrative or task,article depth 0; 3154px,"rgb(10, 11, 11)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0378,/glossary/laser-metal-deposition/,site-shell glossary-article__masthead,site-shell glossary-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Laser Metal Deposition,Prepares an unlabeled structural region
S0379,/glossary/laser-metal-deposition/,site-shell glossary-article__meaning,site-shell glossary-article__meaning,Develop the page's primary narrative or task,section depth 2; 1208px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0380,/glossary/laser-metal-deposition/,glossary-article__notes,glossary-article__notes,Provide supporting context without interrupting the primary flow,aside depth 3; 604px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0381,/glossary/laser-metal-deposition/,glossary-article__faq,glossary-article__faq,Develop the page's primary narrative or task,section depth 2; 748px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Is LMD the same as DED?
S0382,/glossary/laser-metal-deposition/,Is LMD the same as DED?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Is LMD the same as laser cladding?
S0383,/glossary/laser-metal-deposition/,Is LMD the same as laser cladding?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Is LMD the same as DED?,Prepares Is LMD better than SLM?
S0384,/glossary/laser-metal-deposition/,Is LMD better than SLM?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Is LMD the same as laser cladding?,Prepares Does LMD need post-machining?
S0385,/glossary/laser-metal-deposition/,Does LMD need post-machining?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Is LMD better than SLM?,Prepares Can LMD be used for repair?
S0386,/glossary/laser-metal-deposition/,Can LMD be used for repair?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 154px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Does LMD need post-machining?,Prepares an unlabeled structural region
S0387,/glossary/laser-metal-deposition/,site-shell glossary-article__sources,site-shell glossary-article__sources,"Present inspectable evidence, source context, or limitations",section depth 2; 610px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Can LMD be used for repair?,Prepares an unlabeled structural region
S0388,/glossary/laser-metal-deposition/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Use definitions inside decision workflows
