ID,Route,Section,Component/root,Purpose,Layout,Scene type,Visual weight,Transition in,Transition out
S0378,/glossary/laser-metal-deposition/,site-shell glossary-article__masthead,site-shell glossary-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,Reference,substantial,surface reset,same canvas / spacing gap
S0379,/glossary/laser-metal-deposition/,site-shell glossary-article__meaning,site-shell glossary-article__meaning,Develop the page's primary narrative or task,section depth 2; 1208px,Reference,dominant,same canvas / spacing gap,same canvas / spacing gap
S0380,/glossary/laser-metal-deposition/,glossary-article__notes,glossary-article__notes,Provide supporting context without interrupting the primary flow,aside depth 3; 604px,Reference,substantial,same canvas / spacing gap,surface reset
S0381,/glossary/laser-metal-deposition/,glossary-article__faq,glossary-article__faq,Develop the page's primary narrative or task,section depth 2; 748px,Reference,substantial,surface reset,surface reset
S0382,/glossary/laser-metal-deposition/,Is LMD the same as DED?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,surface reset,same canvas / spacing gap
S0383,/glossary/laser-metal-deposition/,Is LMD the same as laser cladding?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0384,/glossary/laser-metal-deposition/,Is LMD better than SLM?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0385,/glossary/laser-metal-deposition/,Does LMD need post-machining?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0386,/glossary/laser-metal-deposition/,Can LMD be used for repair?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 154px,Narrative,supporting,same canvas / spacing gap,surface reset
S0387,/glossary/laser-metal-deposition/,site-shell glossary-article__sources,site-shell glossary-article__sources,"Present inspectable evidence, source context, or limitations",section depth 2; 610px,Reference,substantial,surface reset,same canvas / spacing gap
S0388,/glossary/laser-metal-deposition/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0389,/glossary/laser-metal-deposition/,Use definitions inside decision workflows,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0390,/glossary/laser-metal-deposition/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0391,/glossary/melt-pool-monitoring/,Melt-Pool Monitoring,glossary-article,Develop the page's primary narrative or task,article depth 0; 2966px,Reference,dominant,same canvas / spacing gap,surface reset
S0392,/glossary/melt-pool-monitoring/,site-shell glossary-article__masthead,site-shell glossary-article__masthead,Orient the visitor and establish the page promise,header depth 1; 594px,Reference,substantial,surface reset,same canvas / spacing gap
S0393,/glossary/melt-pool-monitoring/,site-shell glossary-article__meaning,site-shell glossary-article__meaning,Develop the page's primary narrative or task,section depth 2; 1124px,Reference,dominant,same canvas / spacing gap,same canvas / spacing gap
S0394,/glossary/melt-pool-monitoring/,glossary-article__notes,glossary-article__notes,Provide supporting context without interrupting the primary flow,aside depth 3; 520px,Reference,substantial,same canvas / spacing gap,surface reset
S0395,/glossary/melt-pool-monitoring/,glossary-article__faq,glossary-article__faq,Develop the page's primary narrative or task,section depth 2; 578px,Reference,substantial,surface reset,surface reset
S0396,/glossary/melt-pool-monitoring/,What does melt-pool monitoring show?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,surface reset,same canvas / spacing gap
S0397,/glossary/melt-pool-monitoring/,Can it prove final part quality?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0398,/glossary/melt-pool-monitoring/,How can AI use melt-pool data?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0399,/glossary/melt-pool-monitoring/,What inspection is still needed?,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 5; 130px,Narrative,supporting,same canvas / spacing gap,surface reset
S0400,/glossary/melt-pool-monitoring/,site-shell glossary-article__sources,site-shell glossary-article__sources,"Present inspectable evidence, source context, or limitations",section depth 2; 650px,Reference,substantial,surface reset,same canvas / spacing gap
S0401,/glossary/melt-pool-monitoring/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0402,/glossary/melt-pool-monitoring/,Use definitions inside decision workflows,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0403,/glossary/melt-pool-monitoring/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0404,/identity/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 632px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0405,/identity/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 544px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0406,/identity/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 474px,Narrative,supporting,same canvas / spacing gap,surface reset
S0407,/identity/,Sense,ordered-card p-5,Develop the page's primary narrative or task,article depth 3; 154px,Narrative,supporting,surface reset,same canvas / spacing gap
S0408,/identity/,Model,ordered-card p-5,Develop the page's primary narrative or task,article depth 3; 154px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0409,/identity/,Decide,ordered-card p-5,Develop the page's primary narrative or task,article depth 3; 154px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0410,/identity/,Verify,ordered-card p-5,Develop the page's primary narrative or task,article depth 3; 154px,Narrative,supporting,same canvas / spacing gap,surface reset
S0411,/identity/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1029px,Narrative,dominant,surface reset,same canvas / spacing gap
S0412,/identity/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 521px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0413,/identity/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0414,/identity/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0415,/identity/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0416,/industrial-proof/,site-shell section-y industrial-proof__masthead,site-shell section-y industrial-proof__masthead,Orient the visitor and establish the page promise,section depth 1; 829px,Brand,substantial,same canvas / spacing gap,surface reset
S0417,/industrial-proof/,band industrial-proof__signals,band industrial-proof__signals,"Present inspectable evidence, source context, or limitations",section depth 1; 224px,Reference,supporting,surface reset,surface reset
S0418,/industrial-proof/,site-shell section-y industrial-proof__cases,site-shell section-y industrial-proof__cases,"Present inspectable evidence, source context, or limitations",section depth 1; 1765px,Reference,dominant,surface reset,same canvas / spacing gap
S0419,/industrial-proof/,ordered-card-strong card-hover industrial-proof__case-card p-6,ordered-card-strong card-hover industrial-proof__case-card p-6,"Present inspectable evidence, source context, or limitations",article depth 3; 648px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0420,/industrial-proof/,ordered-card-strong card-hover industrial-proof__case-card p-6,ordered-card-strong card-hover industrial-proof__case-card p-6,"Present inspectable evidence, source context, or limitations",article depth 3; 648px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0421,/industrial-proof/,ordered-card-strong card-hover industrial-proof__case-card p-6,ordered-card-strong card-hover industrial-proof__case-card p-6,"Present inspectable evidence, source context, or limitations",article depth 3; 648px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0422,/industrial-proof/,ordered-card-strong card-hover industrial-proof__case-card p-6,ordered-card-strong card-hover industrial-proof__case-card p-6,"Present inspectable evidence, source context, or limitations",article depth 3; 648px,Reference,substantial,same canvas / spacing gap,surface reset
S0423,/industrial-proof/,band section-y industrial-proof__knowledge,band section-y industrial-proof__knowledge,"Present inspectable evidence, source context, or limitations",section depth 1; 1457px,Reference,dominant,surface reset,surface reset
S0424,/industrial-proof/,site-shell section-y industrial-proof__interpretation,site-shell section-y industrial-proof__interpretation,"Present inspectable evidence, source context, or limitations",section depth 1; 701px,Reference,substantial,surface reset,surface reset
S0425,/industrial-proof/,More case-led,ordered-card-strong industrial-proof__interpretation-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,Reference,supporting,surface reset,same canvas / spacing gap
S0426,/industrial-proof/,More inspection-led,ordered-card-strong industrial-proof__interpretation-card p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 130px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
